,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
236,param_3_high_perf,"[0.0, 0.75]","[-1, 0]",0,-10,-8
237,param_3_high_perf,"[0.0, 1.0]","[-1, 0]",0,-10,-8
238,param_3_high_perf,"[0.25, 0.5]","[-1, 0]",0,-4,-4
239,param_3_high_perf,"[0.25, 0.75]","[-1, 0]",0,-4,-4
240,param_3_high_perf,"[0.25, 1.0]","[-1, 0]",0,-4,-4
241,param_3_high_perf,"[0.5, 0.5]","[-1, 0]",0,-4,-8
242,param_3_high_perf,"[0.5, 0.75]","[-1, 0]",0,-4,-8
243,param_3_high_perf,"[0.5, 1.0]","[-1, 0]",0,-4,-8
244,param_3_high_perf,"[0.75, 0.5]","[-1, 0]",0,-4,-8
245,param_3_high_perf,"[0.75, 0.75]","[-1, 0]",0,-4,-8
246,param_3_high_perf,"[0.75, 1.0]","[-1, 0]",0,-4,-8
247,param_3_high_perf,"[1.0, 0.5]","[-1, 0]",0,-4,-8
248,param_3_high_perf,"[1.0, 0.75]","[-1, 0]",0,-4,-8
249,param_3_high_perf,"[1.0, 1.0]","[-1, 0]",0,-4,-8
250,param_3_high_perf,"[0.0, 0.0]","[0, -1]",0,-16,-12
251,param_3_high_perf,"[0.25, 0.0]","[0, -1]",0,-11,-8
252,param_3_high_perf,"[0.0, 0.25]","[0, -1]",0,-5,-4
253,param_3_high_perf,"[0.25, 0.25]","[0, -1]",0,-2,0
254,param_3_high_perf,"[0.5, 0.0]","[0, -1]",0,-8,-12
255,param_3_high_perf,"[0.5, 0.25]","[0, -1]",0,2,0
256,param_3_high_perf,"[0.75, 0.0]","[0, -1]",0,-8,-12
257,param_3_high_perf,"[0.75, 0.25]","[0, -1]",0,2,0
258,param_3_high_perf,"[1.0, 0.0]","[0, -1]",0,-8,-12
259,param_3_high_perf,"[1.0, 0.25]","[0, -1]",0,2,0
260,param_3_high_perf,"[0.0, 0.5]","[0, -1]",0,-5,-4
261,param_3_high_perf,"[0.0, 0.75]","[0, -1]",0,-5,-4
262,param_3_high_perf,"[0.0, 1.0]","[0, -1]",0,-5,-4
263,param_3_high_perf,"[0.25, 0.5]","[0, -1]",0,-2,0
264,param_3_high_perf,"[0.25, 0.75]","[0, -1]",0,-2,0
265,param_3_high_perf,"[0.25, 1.0]","[0, -1]",0,-2,0
266,param_3_high_perf,"[0.5, 0.5]","[0, -1]",0,2,0
267,param_3_high_perf,"[0.5, 0.75]","[0, -1]",0,2,0
268,param_3_high_perf,"[0.5, 1.0]","[0, -1]",0,2,0
269,param_3_high_perf,"[0.75, 0.5]","[0, -1]",0,2,0
270,param_3_high_perf,"[0.75, 0.75]","[0, -1]",0,2,0
271,param_3_high_perf,"[0.75, 1.0]","[0, -1]",0,2,0
272,param_3_high_perf,"[1.0, 0.5]","[0, -1]",0,2,0
273,param_3_high_perf,"[1.0, 0.75]","[0, -1]",0,2,0
274,param_3_high_perf,"[1.0, 1.0]","[0, -1]",0,2,0
275,param_3_high_perf,"[0.0, 0.0]","[0, 0]",0,-10,-12
276,param_3_high_perf,"[0.25, 0.0]","[0, 0]",0,-5,-8
277,param_3_high_perf,"[0.0, 0.25]","[0, 0]",0,-8,-8
278,param_3_high_perf,"[0.25, 0.25]","[0, 0]",0,-5,-4
279,param_3_high_perf,"[0.5, 0.0]","[0, 0]",0,-2,-12
280,param_3_high_perf,"[0.5, 0.25]","[0, 0]",0,-2,-8
281,param_3_high_perf,"[0.75, 0.0]","[0, 0]",0,-2,-12
282,param_3_high_perf,"[0.75, 0.25]","[0, 0]",0,-2,-8
283,param_3_high_perf,"[1.0, 0.0]","[0, 0]",0,-2,-12
284,param_3_high_perf,"[1.0, 0.25]","[0, 0]",0,-2,-8
285,param_3_high_perf,"[0.0, 0.5]","[0, 0]",0,-8,-8
286,param_3_high_perf,"[0.0, 0.75]","[0, 0]",0,-8,-8
287,param_3_high_perf,"[0.0, 1.0]","[0, 0]",0,-8,-8
288,param_3_high_perf,"[0.25, 0.5]","[0, 0]",0,-5,-4
289,param_3_high_perf,"[0.25, 0.75]","[0, 0]",0,-5,-4
290,param_3_high_perf,"[0.25, 1.0]","[0, 0]",0,-5,-4
