,param,initial_risk,intervention,cumlative_risk,travel_time,request_time
252,param_3_low_perf,"[0.0, 0.25]","[0, -1]",0,-15,-11
253,param_3_low_perf,"[0.25, 0.25]","[0, -1]",1,-4,-2
254,param_3_low_perf,"[0.5, 0.0]","[0, -1]",-1,-8,-12
255,param_3_low_perf,"[0.5, 0.25]","[0, -1]",0,-3,-8
256,param_3_low_perf,"[0.75, 0.0]","[0, -1]",-1,-8,-12
257,param_3_low_perf,"[0.75, 0.25]","[0, -1]",0,-3,-8
258,param_3_low_perf,"[1.0, 0.0]","[0, -1]",-1,-8,-12
259,param_3_low_perf,"[1.0, 0.25]","[0, -1]",0,-3,-8
260,param_3_low_perf,"[0.0, 0.5]","[0, -1]",-1,-5,-5
261,param_3_low_perf,"[0.0, 0.75]","[0, -1]",-1,-5,-5
262,param_3_low_perf,"[0.0, 1.0]","[0, -1]",-1,-5,-12
263,param_3_low_perf,"[0.25, 0.5]","[0, -1]",0,0,1
264,param_3_low_perf,"[0.25, 0.75]","[0, -1]",0,0,1
265,param_3_low_perf,"[0.25, 1.0]","[0, -1]",0,0,-6
266,param_3_low_perf,"[0.5, 0.5]","[0, -1]",-1,2,-5
267,param_3_low_perf,"[0.5, 0.75]","[0, -1]",-1,2,-5
268,param_3_low_perf,"[0.5, 1.0]","[0, -1]",-1,2,-12
269,param_3_low_perf,"[0.75, 0.5]","[0, -1]",-1,2,-5
270,param_3_low_perf,"[0.75, 0.75]","[0, -1]",-1,2,-5
271,param_3_low_perf,"[0.75, 1.0]","[0, -1]",-1,2,-12
272,param_3_low_perf,"[1.0, 0.5]","[0, -1]",-1,2,-5
273,param_3_low_perf,"[1.0, 0.75]","[0, -1]",-1,2,-5
274,param_3_low_perf,"[1.0, 1.0]","[0, -1]",-1,2,-12
275,param_3_low_perf,"[0.0, 0.0]","[0, 0]",-2,-10,-12
276,param_3_low_perf,"[0.25, 0.0]","[0, 0]",-1,-3,-6
277,param_3_low_perf,"[0.0, 0.25]","[0, 0]",-1,-9,-11
278,param_3_low_perf,"[0.25, 0.25]","[0, 0]",0,2,-2
279,param_3_low_perf,"[0.5, 0.0]","[0, 0]",-2,-2,-12
280,param_3_low_perf,"[0.5, 0.25]","[0, 0]",-1,3,-8
281,param_3_low_perf,"[0.75, 0.0]","[0, 0]",-2,-2,-12
282,param_3_low_perf,"[0.75, 0.25]","[0, 0]",-1,3,-8
283,param_3_low_perf,"[1.0, 0.0]","[0, 0]",-2,-2,-12
284,param_3_low_perf,"[1.0, 0.25]","[0, 0]",-1,3,-8
285,param_3_low_perf,"[0.0, 0.5]","[0, 0]",-2,-2,-5
286,param_3_low_perf,"[0.0, 0.75]","[0, 0]",-2,-2,-5
287,param_3_low_perf,"[0.0, 1.0]","[0, 0]",-2,1,-12
288,param_3_low_perf,"[0.25, 0.5]","[0, 0]",-1,-2,1
289,param_3_low_perf,"[0.25, 0.75]","[0, 0]",-1,-2,1
290,param_3_low_perf,"[0.25, 1.0]","[0, 0]",-1,6,-6
291,param_3_low_perf,"[0.5, 0.5]","[0, 0]",-2,-2,-5
292,param_3_low_perf,"[0.5, 0.75]","[0, 0]",-2,-2,-5
293,param_3_low_perf,"[0.5, 1.0]","[0, 0]",-2,8,-12
294,param_3_low_perf,"[0.75, 0.5]","[0, 0]",-2,-2,-5
295,param_3_low_perf,"[0.75, 0.75]","[0, 0]",-2,-2,-5
296,param_3_low_perf,"[0.75, 1.0]","[0, 0]",-2,8,-12
297,param_3_low_perf,"[1.0, 0.5]","[0, 0]",-2,-2,-5
298,param_3_low_perf,"[1.0, 0.75]","[0, 0]",-2,-2,-5
299,param_3_low_perf,"[1.0, 1.0]","[0, 0]",-2,8,-12
300,param_4_low_perf,"[0.0, 0.0]","[-1, -1]",0,-17,-12
301,param_4_low_perf,"[0.25, 0.0]","[-1, -1]",0,-9,-6
302,param_4_low_perf,"[0.0, 0.25]","[-1, -1]",1,-16,-11
303,param_4_low_perf,"[0.25, 0.25]","[-1, -1]",1,-4,-2
304,param_4_low_perf,"[0.5, 0.0]","[-1, -1]",0,-9,-12
305,param_4_low_perf,"[0.5, 0.25]","[-1, -1]",0,0,-5
306,param_4_low_perf,"[0.75, 0.0]","[-1, -1]",0,-9,-12
307,param_4_low_perf,"[0.75, 0.25]","[-1, -1]",0,0,-5
308,param_4_low_perf,"[1.0, 0.0]","[-1, -1]",0,-9,-12
309,param_4_low_perf,"[1.0, 0.25]","[-1, -1]",0,0,-5
310,param_4_low_perf,"[0.0, 0.5]","[-1, -1]",0,-6,-5
311,param_4_low_perf,"[0.0, 0.75]","[-1, -1]",0,-6,-5
312,param_4_low_perf,"[0.0, 1.0]","[-1, -1]",0,-6,-12
313,param_4_low_perf,"[0.25, 0.5]","[-1, -1]",0,0,1
314,param_4_low_perf,"[0.25, 0.75]","[-1, -1]",0,0,1
315,param_4_low_perf,"[0.25, 1.0]","[-1, -1]",0,0,-6
316,param_4_low_perf,"[0.5, 0.5]","[-1, -1]",0,0,-5
317,param_4_low_perf,"[0.5, 0.75]","[-1, -1]",0,0,-5
318,param_4_low_perf,"[0.5, 1.0]","[-1, -1]",0,0,-12
319,param_4_low_perf,"[0.75, 0.5]","[-1, -1]",0,0,-5
320,param_4_low_perf,"[0.75, 0.75]","[-1, -1]",0,0,-5
321,param_4_low_perf,"[0.75, 1.0]","[-1, -1]",0,0,-12
322,param_4_low_perf,"[1.0, 0.5]","[-1, -1]",0,0,-5
323,param_4_low_perf,"[1.0, 0.75]","[-1, -1]",0,0,-5
324,param_4_low_perf,"[1.0, 1.0]","[-1, -1]",0,0,-12
325,param_4_low_perf,"[0.0, 0.0]","[-1, 0]",-1,-10,-12
326,param_4_low_perf,"[0.25, 0.0]","[-1, 0]",-1,-2,-6
327,param_4_low_perf,"[0.0, 0.25]","[-1, 0]",0,-9,-11
328,param_4_low_perf,"[0.25, 0.25]","[-1, 0]",0,3,-2
329,param_4_low_perf,"[0.5, 0.0]","[-1, 0]",-1,-2,-12
330,param_4_low_perf,"[0.5, 0.25]","[-1, 0]",-1,-2,-5
331,param_4_low_perf,"[0.75, 0.0]","[-1, 0]",-1,-2,-12
332,param_4_low_perf,"[0.75, 0.25]","[-1, 0]",-1,-2,-5
333,param_4_low_perf,"[1.0, 0.0]","[-1, 0]",-1,-2,-12
334,param_4_low_perf,"[1.0, 0.25]","[-1, 0]",-1,-2,-5
335,param_4_low_perf,"[0.0, 0.5]","[-1, 0]",-1,-4,-5
